Nombre del Resort,Rate,Estrellas,Km de Freeride,Continente,Pais,Estado,Altitud,Facil,Intermedio,Dificil,Total de kilometros,Precio,Moneda,Tamaño del resort de esqui,Variedad de pistas,Fiabilidad de la nieve,Orientacion de mapas,Limpieza e higiene,Apres-ski,Snow parks,Esqui de fondo y senderos,pais,latitude,longitude,ISO Code
koziniec-czarna-gora,1.3,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),900.0,1.4,0.8,0.0,2,19.95,Polish zloty,1.3,1.3,,,,,,,PL,51.919438,19.145136,POL
ladek-zdroj,1.3,,,Europe,Poland,Lower Silesia (Wojewodztwo dolnoslaskie),610.0,1.0,0.6,0.0,1,0.0,-,1.3,1.3,,,,,,,PL,51.919438,19.145136,POL
laworta-ustrzyki-dolne,1.3,,,Europe,Poland,Subcarpathian Voivodeship (Wojewodztwo podkarpackie),769.0,0.3,2.5,0.0,2,18.9,Polish zloty,1.3,1.3,,,,,,,PL,51.919438,19.145136,POL
limanowa,1.3,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),780.0,1.6,0.7,0.0,2,16.8,Polish zloty,1.3,1.3,,,,,,,PL,51.919438,19.145136,POL
lipki-zakopane,1.1,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),848.0,0.4,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,PL,51.919438,19.145136,POL
lubinka,1.2,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),420.0,0.8,0.0,0.0,0,15.75,Polish zloty,1.2,1.0,,,,,,,PL,51.919438,19.145136,POL
lysa-gora-sopot,1.1,,,Europe,Poland,Pomerania (Wojewodztwo pomorskie),105.0,0.3,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,PL,51.919438,19.145136,POL
maciejowa-rabka-zdroj,1.3,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),804.0,1.4,1.0,0.3,2,16.59,Polish zloty,1.3,1.6,,,,,,,PL,51.919438,19.145136,POL
magura-skipark-malastow,1.3,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),813.0,0.0,1.4,0.0,1,18.9,Polish zloty,1.3,1.0,,,,,,,PL,51.919438,19.145136,POL
male-ciche,1.5,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),1090.0,3.0,0.0,0.0,3,18.9,Polish zloty,1.5,1.0,,,,,,,PL,51.919438,19.145136,POL
malego-krola,1.0,,,Europe,Poland,Subcarpathian Voivodeship (Wojewodztwo podkarpackie),540.0,0.2,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,PL,51.919438,19.145136,POL
malta-ski-poznan-posen,1.0,,,Europe,Poland,Greater Poland (Wojewodztwo wielkopolskie),80.0,0.2,0.0,0.0,0,14.7,Polish zloty,1.0,1.0,,,,,,,PL,51.919438,19.145136,POL
master-ski-tylicz,1.5,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),680.0,3.0,0.3,0.0,3,13.65,Polish zloty,1.5,1.5,,,,,,,PL,51.919438,19.145136,POL
mosorny-gron-zawoja,1.3,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),1045.0,0.3,1.0,0.0,1,16.59,Polish zloty,1.3,1.3,,,,,,,PL,51.919438,19.145136,POL
myslenice,1.3,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),625.0,1.5,0.7,0.0,2,17.849999999999998,Polish zloty,1.3,1.3,,,,,,,PL,51.919438,19.145136,POL
nowa-osada-wisla,1.5,,,Europe,Poland,Silesia (Wojewodztwo slaskie),685.0,1.5,1.0,1.3,3,16.8,Polish zloty,1.5,1.9,,,,,,,PL,51.919438,19.145136,POL
obidowa,1.1,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),802.0,0.5,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,PL,51.919438,19.145136,POL
okragla-gorka-kamianna,1.3,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),660.0,1.0,0.0,0.0,1,0.0,-,1.3,1.0,,,,,,,PL,51.919438,19.145136,POL
olczan-ski,1.3,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),958.0,1.2,0.5,0.1,1,19.95,Polish zloty,1.3,1.5,,,,,,,PL,51.919438,19.145136,POL
palenica-szczawnica,1.3,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),800.0,1.0,1.0,0.0,2,16.59,Polish zloty,1.3,1.3,,,,,,,PL,51.919438,19.145136,POL
parchatka,1.2,,,Europe,Poland,Lublin (Wojewodztwo lubelskie),191.0,0.5,0.4,0.0,0,16.8,Polish zloty,1.2,1.2,,,,,,,PL,51.919438,19.145136,POL
pardalowka-ugory-zakopane,1.2,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),899.0,0.9,0.0,0.0,0,0.0,-,1.2,1.0,,,,,,,PL,51.919438,19.145136,POL
park-szczesliwice-warsaw-warszawa,1.0,,,Europe,Poland,Masovia (Wojewodztwo mazowieckie),150.0,0.2,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,PL,51.919438,19.145136,POL
piekna-gora-goldap,1.3,,,Europe,Poland,Warmian-Masuria (Wojewodztwo warminsko-mazurskie),275.0,1.9,0.4,0.0,2,7.35,Polish zloty,1.3,1.3,,,,,,,PL,51.919438,19.145136,POL
pietkiewiczowka,1.1,,,Europe,Poland,Lower Silesia (Wojewodztwo dolnoslaskie),673.0,0.3,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,PL,51.919438,19.145136,POL
pilsko-korbielow,2.0,,,Europe,Poland,Silesia (Wojewodztwo slaskie),1557.0,2.0,5.0,1.0,8,14.7,Polish zloty,2.0,2.3,,,,,,,PL,51.919438,19.145136,POL
pod-butorowym-koscielisko,1.1,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),909.0,0.3,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,PL,51.919438,19.145136,POL
pod-wangiem,1.1,,,Europe,Poland,Lower Silesia (Wojewodztwo dolnoslaskie),829.0,0.4,0.0,0.0,0,11.549999999999999,Polish zloty,1.1,1.0,,,,,,,PL,51.919438,19.145136,POL
polana-zielenska-wisla,1.1,,,Europe,Poland,Silesia (Wojewodztwo slaskie),805.0,0.4,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,PL,51.919438,19.145136,POL
poniwiec,1.3,,,Europe,Poland,Silesia (Wojewodztwo slaskie),850.0,0.0,1.0,0.0,1,16.8,Polish zloty,1.3,1.0,,,,,,,PL,51.919438,19.145136,POL
przemysl,1.3,,,Europe,Poland,Subcarpathian Voivodeship (Wojewodztwo podkarpackie),347.0,2.8,0.0,0.0,2,0.0,-,1.3,1.0,,,,,,,PL,51.919438,19.145136,POL
przy-kolibie,1.1,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),951.0,0.4,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,PL,51.919438,19.145136,POL
rablow,1.3,,,Europe,Poland,Lublin (Wojewodztwo lubelskie),210.0,0.5,0.7,0.0,1,0.0,-,1.3,1.3,,,,,,,PL,51.919438,19.145136,POL
rachowiec-zwardon,1.7,,,Europe,Poland,Silesia (Wojewodztwo slaskie),954.0,2.8,2.1,0.6,5,14.7,Polish zloty,1.7,2.0,,,,,,,PL,51.919438,19.145136,POL
rusin-ski-bukowina-tatrzanska,1.5,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),950.0,2.0,1.7,0.0,3,20.79,Polish zloty,1.5,1.5,,,,,,,PL,51.919438,19.145136,POL
rusinowa-polana,1.1,,,Europe,Poland,Subcarpathian Voivodeship (Wojewodztwo podkarpackie),610.0,0.4,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,PL,51.919438,19.145136,POL
rybno,1.3,,,Europe,Poland,Podlaskie (Wojewodztwo podlaskie),140.0,1.5,0.4,0.0,1,0.0,-,1.3,1.3,,,,,,,PL,51.919438,19.145136,POL
ryterski-raj-rytro,1.3,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),629.0,1.6,0.7,0.1,2,13.65,Polish zloty,1.3,1.5,,,,,,,PL,51.919438,19.145136,POL
sami-swoi-gliczarow-dolny,1.3,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),910.0,0.9,0.7,0.0,1,0.0,-,1.3,1.3,,,,,,,PL,51.919438,19.145136,POL
skalanka-zwardon,1.3,,,Europe,Poland,Silesia (Wojewodztwo slaskie),852.0,0.8,0.3,0.0,1,0.0,-,1.3,1.3,,,,,,,PL,51.919438,19.145136,POL
skolnity-wisla,1.3,,,Europe,Poland,Silesia (Wojewodztwo slaskie),661.0,1.1,1.0,0.0,2,18.9,Polish zloty,1.3,1.3,,,,,,,PL,51.919438,19.145136,POL
slotwiny,1.5,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),879.0,3.0,0.0,0.0,3,21.0,Polish zloty,1.5,1.0,,,,,,,PL,51.919438,19.145136,POL
slotwiny-arena,1.3,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),861.0,0.6,1.6,0.0,2,16.8,Polish zloty,1.3,1.3,,,,,,,PL,51.919438,19.145136,POL
sniezka-karpacz,1.8,,,Europe,Poland,Lower Silesia (Wojewodztwo dolnoslaskie),1350.0,3.9,1.1,1.0,6,13.65,Polish zloty,1.8,2.1,,,,,,,PL,51.919438,19.145136,POL
snieznica-kasina-wielka,1.3,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),902.0,1.6,1.3,0.0,2,18.9,Polish zloty,1.3,1.3,,,,,,,PL,51.919438,19.145136,POL
sniezynka-lezyce,1.1,,,Europe,Poland,Lower Silesia (Wojewodztwo dolnoslaskie),715.0,0.4,0.0,0.0,0,8.4,Polish zloty,1.1,1.0,,,,,,,PL,51.919438,19.145136,POL
stary-gron-brenna,1.2,,,Europe,Poland,Silesia (Wojewodztwo slaskie),560.0,0.0,0.7,0.0,0,0.0,-,1.2,1.0,,,,,,,PL,51.919438,19.145136,POL
stok-karpatka,1.1,,,Europe,Poland,Lower Silesia (Wojewodztwo dolnoslaskie),695.0,0.4,0.0,0.0,0,12.6,Polish zloty,1.1,1.0,,,,,,,PL,51.919438,19.145136,POL
stok-relaks,1.1,,,Europe,Poland,Lower Silesia (Wojewodztwo dolnoslaskie),657.0,0.4,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,PL,51.919438,19.145136,POL
stok-wisla,1.3,,,Europe,Poland,Silesia (Wojewodztwo slaskie),671.0,0.8,1.1,0.0,1,0.0,-,1.3,1.3,,,,,,,PL,51.919438,19.145136,POL
stozek-wisla,1.3,,,Europe,Poland,Silesia (Wojewodztwo slaskie),960.0,1.2,0.8,0.6,2,13.65,Polish zloty,1.3,1.6,,,,,,,PL,51.919438,19.145136,POL
struznica,1.1,,,Europe,Poland,Lower Silesia (Wojewodztwo dolnoslaskie),495.0,0.3,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,PL,51.919438,19.145136,POL
suche,1.3,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),937.0,2.0,0.0,0.0,2,17.22,Polish zloty,1.3,1.0,,,,,,,PL,51.919438,19.145136,POL
swieradow-zdroj,1.3,,,Europe,Poland,Lower Silesia (Wojewodztwo dolnoslaskie),1060.0,0.8,1.7,0.0,2,25.2,Polish zloty,1.3,1.3,,,,,,,PL,51.919438,19.145136,POL
szklana-gora-harbutowice,1.3,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),560.0,0.0,1.0,0.0,1,0.0,-,1.3,1.0,,,,,,,PL,51.919438,19.145136,POL
szus-koniakow,1.3,,,Europe,Poland,Silesia (Wojewodztwo slaskie),720.0,0.7,0.5,0.0,1,7.35,Polish zloty,1.3,1.3,,,,,,,PL,51.919438,19.145136,POL
szwajcaria-baltowska,1.3,,,Europe,Poland,Holy Cross (Wojewodztwo swietokrzyskie),215.0,2.5,0.0,0.0,2,16.8,Polish zloty,1.3,1.0,,,,,,,PL,51.919438,19.145136,POL
szymkowka,1.3,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),1020.0,0.8,0.4,0.0,1,0.0,-,1.3,1.3,,,,,,,PL,51.919438,19.145136,POL
szyndzielnia-bielsko-biala,1.4,,,Europe,Poland,Silesia (Wojewodztwo slaskie),1100.0,0.5,2.0,0.0,2,0.0,-,1.4,1.4,,,,,,,PL,51.919438,19.145136,POL
telegraf-kielce,1.1,,,Europe,Poland,Holy Cross (Wojewodztwo swietokrzyskie),406.0,0.0,0.5,0.0,0,15.75,Polish zloty,1.1,1.0,,,,,,,PL,51.919438,19.145136,POL
turystyczna,1.0,,,Europe,Poland,Lower Silesia (Wojewodztwo dolnoslaskie),691.0,0.2,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,PL,51.919438,19.145136,POL
tylicz,1.7,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),720.0,3.4,1.6,0.0,5,14.7,Polish zloty,1.7,1.7,,,,,,,PL,51.919438,19.145136,POL
u-gruloka-poronin,1.1,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),800.0,0.3,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,PL,51.919438,19.145136,POL
wegierski-brenna,1.7,,,Europe,Poland,Silesia (Wojewodztwo slaskie),910.0,2.0,4.0,0.8,6,14.7,Polish zloty,1.7,2.0,,,,,,,PL,51.919438,19.145136,POL
wola-nieszkowska,1.1,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),330.0,0.4,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,PL,51.919438,19.145136,POL
wujskie,1.3,,,Europe,Poland,Subcarpathian Voivodeship (Wojewodztwo podkarpackie),499.0,2.1,0.5,0.0,2,0.0,-,1.3,1.3,,,,,,,PL,51.919438,19.145136,POL
zadzial-nowy-targ,1.2,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),723.0,0.6,0.0,0.0,0,10.5,Polish zloty,1.2,1.0,,,,,,,PL,51.919438,19.145136,POL
zagron,1.3,,,Europe,Poland,Silesia (Wojewodztwo slaskie),690.0,2.1,0.4,0.0,2,18.689999999999998,Polish zloty,1.3,1.3,,,,,,,PL,51.919438,19.145136,POL
zebra-bialka-tatrzanska,1.3,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),862.0,0.8,0.2,0.0,1,0.0,-,1.3,1.3,,,,,,,PL,51.919438,19.145136,POL
zegiestow,1.0,,,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),475.0,0.2,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,PL,51.919438,19.145136,POL
zloty-gron,1.3,,,Europe,Poland,Silesia (Wojewodztwo slaskie),712.0,1.0,0.0,0.0,1,18.689999999999998,Polish zloty,1.3,1.0,,,,,,,PL,51.919438,19.145136,POL
zloty-stok-w-krzeszowie,1.1,,,Europe,Poland,Subcarpathian Voivodeship (Wojewodztwo podkarpackie),230.0,0.5,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,PL,51.919438,19.145136,POL
 Rosa Khutor,3.6,4.0,0.0,Russia,Southern Russia,Krasnodar,2320.0,30.0,26.0,21.0,77,11.4,Russian ruble,3.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,,47.166,9.555373,Not found
. Gazprom Mountain Resort,3.2,2.0,0.0,Russia,Southern Russia,Krasnodar,1800.0,7.3,10.6,2.4,20,16.34,Russian ruble,2.0,3.0,4.0,3.0,4.0,3.0,1.0,3.0,,47.166,9.555373,Not found
. Malbun,3.5,3.0,0.0,Europe,Liechtenstein,Liechtenstein,2000.0,11.0,9.0,3.0,23,44.160000000000004,Swiss Franc,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,LI,47.166,9.555373,LIE
dola-planken,1.0,,,Europe,Liechtenstein,Liechtenstein,815.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,LI,47.166,9.555373,LIE
tschagael-schaan,1.1,,,Europe,Liechtenstein,Liechtenstein,580.0,0.3,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,LI,47.166,9.555373,LIE
bukovel,3.4,,,Europe,Ukraine,Ivano-Frankivsk,1372.0,29.0,28.0,11.0,68,37.05,Ukrainian hryvnia,3.5,3.8,,,,,,,UA,48.379433,31.16558,UKR
bukovytsia-boryslav,1.3,,,Europe,Ukraine,Lviv,564.0,1.2,0.0,0.0,1,0.0,-,1.3,1.0,,,,,,,UA,48.379433,31.16558,UKR
cherkassy-vodyaniki,1.3,,,Europe,Ukraine,Ukraine,215.0,1.0,0.0,0.0,1,14.82,Ukrainian hryvnia,1.3,1.0,,,,,,,UA,48.379433,31.16558,UKR
dragobrat,2.0,,,Europe,Ukraine,Zakarpattia,1703.0,4.0,5.0,1.0,10,26.599999999999998,Ukrainian hryvnia,2.0,2.3,,,,,,,UA,48.379433,31.16558,UKR
ilz,1.1,,,Europe,Ukraine,Lviv,1052.0,0.5,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,UA,48.379433,31.16558,UKR
kiev-protasov-yar,1.2,,,Europe,Ukraine,Ukraine,180.0,0.5,0.3,0.0,0,0.0,-,1.2,1.2,,,,,,,UA,48.379433,31.16558,UKR
krasiya,2.0,,,Europe,Ukraine,Zakarpattia,1036.0,2.0,6.0,0.5,8,20.9,Ukrainian hryvnia,2.0,2.2,,,,,,,UA,48.379433,31.16558,UKR
makovytsia-mizhgirya,1.3,,,Europe,Ukraine,Zakarpattia,684.0,0.5,2.0,0.0,2,0.0,-,1.3,1.3,,,,,,,UA,48.379433,31.16558,UKR
plai,1.9,,,Europe,Ukraine,Lviv,1060.0,1.0,5.0,1.0,7,0.0,-,1.9,2.2,,,,,,,UA,48.379433,31.16558,UKR
podobovets,1.7,,,Europe,Ukraine,Zakarpattia,1085.0,2.0,3.0,1.0,6,0.0,-,1.7,2.0,,,,,,,UA,48.379433,31.16558,UKR
pylypets,1.9,,,Europe,Ukraine,Zakarpattia,1200.0,2.0,5.0,0.0,7,0.0,-,1.9,1.9,,,,,,,UA,48.379433,31.16558,UKR
trostyan-mountain,2.2,,,Europe,Ukraine,Lviv,1232.0,3.0,7.0,2.0,12,0.0,-,2.2,2.5,,,,,,,UA,48.379433,31.16558,UKR
velykyj,1.3,,,Europe,Ukraine,Zakarpattia,600.0,0.7,1.2,1.0,2,9.12,Ukrainian hryvnia,1.3,1.6,,,,,,,UA,48.379433,31.16558,UKR
vishgora-vyshhorod,1.0,,,Europe,Ukraine,Ukraine,163.0,0.2,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,UA,48.379433,31.16558,UKR
voevodyno,1.2,,,Europe,Ukraine,Zakarpattia,455.0,0.9,0.0,0.0,0,0.0,-,1.2,1.0,,,,,,,UA,48.379433,31.16558,UKR
vyshka,1.3,,,Europe,Ukraine,Zakarpattia,635.0,1.4,0.0,0.0,1,0.0,-,1.3,1.0,,,,,,,UA,48.379433,31.16558,UKR
. SnowWorld Landgraaf (indoor ski area),3.2,1.0,0.0,Europe,Netherlands,Limburg (Netherlands),210.0,0.7,0.5,0.3,1,45.0,European Euro,1.0,2.0,5.0,3.0,4.0,4.0,4.0,1.0,NL,52.132633,5.291266,NLD
. SnowWorld Zoetermeer (indoor ski area),2.7,1.0,0.0,Europe,Netherlands,South Holland (Zuid-Holland),80.0,0.4,0.3,0.0,0,45.0,European Euro,1.0,2.0,5.0,2.0,4.0,4.0,3.0,1.0,NL,52.132633,5.291266,NLD
. De Uithof (indoor ski area),1.0,1.0,0.0,Europe,Netherlands,South Holland (Zuid-Holland),30.0,0.3,0.0,0.0,0,27.5,European Euro,1.0,1.0,5.0,2.0,3.0,3.0,3.0,1.0,NL,52.132633,5.291266,NLD
. Montana Snowcenter (indoor ski area),1.0,1.0,0.0,Europe,Netherlands,North Brabant (Noord-Brabant),45.0,0.2,0.0,0.0,0,33.5,European Euro,1.0,1.0,5.0,1.0,3.0,2.0,3.0,1.0,NL,52.132633,5.291266,NLD
indoor-ski-s-hertogenbosch,1.0,,,Europe,Netherlands,North Brabant (Noord-Brabant),7.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,NL,52.132633,5.291266,NLD
indoorski-breda,1.0,,,Europe,Netherlands,North Brabant (Noord-Brabant),35.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,NL,52.132633,5.291266,NLD
nieuwegein,1.1,,,Europe,Netherlands,Utrecht,14.0,0.4,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,NL,52.132633,5.291266,NLD
rotterdam-indoorski,1.0,,,Europe,Netherlands,South Holland (Zuid-Holland),20.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,NL,52.132633,5.291266,NLD
rucphen-skidome,1.0,,1.0,Europe,Netherlands,North Brabant (Noord-Brabant),52.0,0.5,0.0,0.0,0,42.5,European Euro,1.0,1.0,5.0,2.0,4.0,3.0,4.0,1.0,NL,52.132633,5.291266,NLD
ski-snowboard-xperience-boskoop-alphen-aan-den-rijn,1.0,,,Europe,Netherlands,South Holland (Zuid-Holland),4.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,NL,52.132633,5.291266,NLD
skicenter-edelweiss-brummen,1.0,,,Europe,Netherlands,Gelderland,11.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,NL,52.132633,5.291266,NLD
skiindoor-landsmeer,1.0,,,Europe,Netherlands,North Holland (Noord-Holland),4.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,NL,52.132633,5.291266,NLD
skiindoor-obdam-koggenland,1.0,,,Europe,Netherlands,North Holland (Noord-Holland),4.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,NL,52.132633,5.291266,NLD
snowplanet,1.0,,1.0,Europe,Netherlands,North Holland (Noord-Holland),30.0,0.3,0.0,0.0,0,36.5,European Euro,1.0,1.0,5.0,1.0,3.0,3.0,3.0,1.0,NL,52.132633,5.291266,NLD
snowsportcenter-utrecht,1.0,,,Europe,Netherlands,Utrecht,11.0,0.2,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,NL,52.132633,5.291266,NLD
terneuzen-skidome,1.0,,1.0,Europe,Netherlands,Zeeland,25.0,0.3,0.0,0.0,0,42.5,European Euro,1.0,1.0,5.0,2.0,4.0,3.0,3.0,1.0,NL,52.132633,5.291266,NLD
mount-parnassos-fterolakkakellaria,3.2,,,Europe,Greece,Central Greece,2300.0,18.0,15.0,3.0,36,30.0,European Euro,2.9,3.1,,,,,,,GR,39.074208,21.824312,GRC
falakro,2.9,,,Europe,Greece,Eastern Macedonia and Thrace,2232.0,6.0,9.0,5.0,20,0.0,-,2.5,2.9,,,,,,,GR,39.074208,21.824312,GRC
vasilitsa,2.8,,,Europe,Greece,Western Macedonia,2115.0,1.0,14.0,4.0,19,13.0,European Euro,2.4,2.6,,,,,,,GR,39.074208,21.824312,GRC
3-5-pigadia-naoussa,2.1,,,Europe,Greece,Central Macedonia,2005.0,4.0,3.0,2.0,9,15.0,European Euro,2.1,2.4,,,,,,,GR,39.074208,21.824312,GRC
agrafa-karamanoli,1.1,,,Europe,Greece,Western Greece,1550.0,0.3,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,GR,39.074208,21.824312,GRC
agriolefkes-pelion,1.5,,,Europe,Greece,Thessaly,1471.0,0.3,2.5,0.2,3,11.0,European Euro,1.5,1.7,,,,,,,GR,39.074208,21.824312,GRC
anilio,1.7,,,Europe,Greece,Epirus,1850.0,1.0,5.0,0.0,6,12.0,European Euro,1.7,1.7,,,,,,,GR,39.074208,21.824312,GRC
chelmos-kalavrita,2.2,,,Europe,Greece,Western Greece,2340.0,3.6,6.2,2.2,12,25.0,European Euro,2.2,2.5,,,,,,,GR,39.074208,21.824312,GRC
chriso-elafi,1.7,,,Europe,Greece,Greece,1660.0,4.0,1.0,0.0,5,0.0,-,1.7,1.7,,,,,,,GR,39.074208,21.824312,GRC
elatochori-katerini,2.2,,,Europe,Greece,Central Macedonia,1912.0,8.0,4.0,0.0,12,11.0,European Euro,2.2,2.2,,,,,,,GR,39.074208,21.824312,GRC
karakoli,1.3,,,Europe,Greece,Epirus,1520.0,2.0,0.0,0.0,2,0.0,-,1.3,1.0,,,,,,,GR,39.074208,21.824312,GRC
koziakas-pertouli,1.3,,,Europe,Greece,Thessaly,1370.0,0.5,1.5,0.0,2,0.0,-,1.3,1.3,,,,,,,GR,39.074208,21.824312,GRC
lailias-ski-area-serres,1.3,,,Europe,Greece,Central Macedonia,1847.0,1.0,0.5,0.0,1,0.0,-,1.3,1.3,,,,,,,GR,39.074208,21.824312,GRC
mount-olympos-vryssopoules,1.3,,,Europe,Greece,Central Greece,2450.0,2.0,0.0,0.0,2,0.0,-,1.3,1.0,,,,,,,GR,39.074208,21.824312,GRC
mount-parnassos-gerontovrachos,1.4,,,Europe,Greece,Central Greece,2250.0,0.8,1.2,0.0,2,0.0,-,1.4,1.4,,,,,,,GR,39.074208,21.824312,GRC
ostrakina-mainalon,1.7,,,Europe,Greece,Peloponnese,1860.0,3.0,2.2,0.6,5,14.0,European Euro,1.7,2.0,,,,,,,GR,39.074208,21.824312,GRC
provitis-ilias-metsovo,1.5,,,Europe,Greece,Epirus,1620.0,3.0,1.0,0.0,4,0.0,-,1.5,1.5,,,,,,,GR,39.074208,21.824312,GRC
seli-ski-area,2.3,,,Europe,Greece,Central Macedonia,1850.0,11.0,6.0,0.0,17,22.0,European Euro,2.3,2.3,,,,,,,GR,39.074208,21.824312,GRC
tymfristos-velouchi,1.9,,,Europe,Greece,Central Greece,2220.0,3.7,2.7,2.0,8,0.0,-,1.9,2.2,,,,,,,GR,39.074208,21.824312,GRC
vigla-pisoderiverno-florina,2.1,,,Europe,Greece,Western Macedonia,2000.0,4.5,5.6,1.0,11,15.0,European Euro,2.1,2.3,,,,,,,GR,39.074208,21.824312,GRC
vitsi,1.3,,,Europe,Greece,Western Greece,1880.0,1.6,1.0,0.0,2,0.0,-,1.3,1.3,,,,,,,GR,39.074208,21.824312,GRC
voras-kaimaktsalan,2.2,,,Europe,Greece,Central Macedonia,2480.0,9.8,4.7,0.0,14,15.0,European Euro,2.2,2.2,,,,,,,GR,39.074208,21.824312,GRC
. Bláfjöll,3.0,2.0,0.0,Europe,Iceland,South Iceland,700.0,10.0,5.0,0.0,15,23.724999999999998,Icelandic krona,2.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,IS,64.963051,-19.020835,ISL
dalvik,1.7,,,Europe,Iceland,Northeast Iceland,320.0,2.0,3.0,0.0,5,19.5,Icelandic krona,1.7,1.7,,,,,,,IS,64.963051,-19.020835,ISL
hlidarfjall-akureyri,2.2,,,Europe,Iceland,Northeast Iceland,950.0,6.0,7.0,1.9,14,31.849999999999998,Icelandic krona,2.2,2.5,,,,,,,IS,64.963051,-19.020835,ISL
husavik,1.2,,,Europe,Iceland,Northeast Iceland,110.0,0.7,0.0,0.0,0,0.0,-,1.2,1.0,,,,,,,IS,64.963051,-19.020835,ISL
isafjoerdur,2.0,,,Europe,Iceland,Westfjords (Vestfirdir),487.0,4.5,2.5,2.0,9,17.224999999999998,Icelandic krona,2.0,2.3,,,,,,,IS,64.963051,-19.020835,ISL
skalafell,1.9,,,Europe,Iceland,Greater Reykjavik,700.0,3.0,4.0,0.0,7,23.075,Icelandic krona,1.9,1.9,,,,,,,IS,64.963051,-19.020835,ISL
skardsdalur-siglufjoerdur,1.7,,,Europe,Iceland,Northeast Iceland,650.0,3.7,1.5,0.3,5,22.75,Icelandic krona,1.7,1.9,,,,,,,IS,64.963051,-19.020835,ISL
