Nombre del Resort,Rate,Estrellas,Km de Freeride,Continente,Pais,Estado,Altitud,Facil,Intermedio,Dificil,Total de kilometros,Precio,Moneda,Tamaño del resort de esqui,Variedad de pistas,Fiabilidad de la nieve,Orientacion de mapas,Limpieza e higiene,Apres-ski,Snow parks,Esqui de fondo y senderos,pais,latitude,longitude,ISO Code
. Zauberberg Semmering,3.2,2.0,0.0,Europe,Austria,Lower Austria (Niederosterreich),1350.0,6.7,6.5,0.8,14,35.0,European Euro,2.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,AT,47.516231,14.550072,AUT
. Gschwandtkopf – Seefeld,3.2,2.0,0.0,Europe,Austria,Tyrol (Tirol),1500.0,5.0,0.0,0.0,5,40.5,European Euro,2.0,2.0,4.0,3.0,4.0,3.0,1.0,5.0,AT,47.516231,14.550072,AUT
. Jungholz,3.2,2.0,0.0,Europe,Austria,Tyrol (Tirol),1500.0,7.0,3.0,0.0,10,30.5,European Euro,2.0,2.0,3.0,5.0,4.0,2.0,3.0,2.0,AT,47.516231,14.550072,AUT
stuhleck-spital-am-semmering,3.1,,,Europe,Austria,Styria (Steiermark),1774.0,18.0,6.0,0.0,24,43.0,European Euro,2.6,2.6,,,,,,,AT,47.516231,14.550072,AUT
markbachjochlanerkoepfl-niederau,3.1,,,Europe,Austria,Tyrol (Tirol),1621.0,6.0,12.0,6.0,24,45.5,European Euro,2.6,3.0,,,,,,,AT,47.516231,14.550072,AUT
innerkrems-kremsbruecke-krems-in-kaernten,3.1,,,Europe,Austria,Carinthia (Karnten),2200.0,7.0,27.0,2.0,36,39.0,European Euro,2.9,3.1,,,,,,,AT,47.516231,14.550072,AUT
. Kristberg – Silbertal,3.0,2.0,0.0,Europe,Austria,Vorarlberg,1589.0,1.5,1.5,0.0,3,35.5,European Euro,2.0,2.0,3.0,4.0,5.0,1.0,1.0,4.0,AT,47.516231,14.550072,AUT
. Reith bei Kitzbühel,3.0,1.0,0.0,Europe,Austria,Tyrol (Tirol),865.0,1.7,0.1,0.0,1,0.01,European Euro,1.0,2.0,3.0,2.0,4.0,1.0,3.0,5.0,AT,47.516231,14.550072,AUT
. Schetteregg – Egg,3.0,2.0,0.0,Europe,Austria,Vorarlberg,1325.0,3.0,6.0,1.0,10,32.5,European Euro,2.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,AT,47.516231,14.550072,AUT
. Neunerköpfle – Tannheim,3.0,2.0,1.0,Europe,Austria,Tyrol (Tirol),1820.0,2.5,5.0,1.0,8,37.0,European Euro,2.0,3.0,3.0,4.0,4.0,2.0,1.0,5.0,AT,47.516231,14.550072,AUT
. Füssener Jöchle – Grän,3.0,2.0,0.0,Europe,Austria,Tyrol (Tirol),1821.0,3.0,5.5,0.5,9,37.0,European Euro,2.0,3.0,3.0,3.0,4.0,2.0,1.0,5.0,AT,47.516231,14.550072,AUT
praebichl-vordernberg,3.0,,,Europe,Austria,Styria (Steiermark),1608.0,6.0,11.0,3.0,20,38.0,European Euro,2.5,2.8,,,,,,,AT,47.516231,14.550072,AUT
petzen-feistritz-ob-bleiburg,3.0,,,Europe,Austria,Carinthia (Karnten),1900.0,7.2,5.9,0.6,13,32.0,European Euro,2.4,2.6,,,,,,,AT,47.516231,14.550072,AUT
kitzbueheler-horn,3.0,,,Europe,Austria,Tyrol (Tirol),2000.0,6.0,9.0,2.0,17,40.0,European Euro,2.5,2.8,,,,,,,AT,47.516231,14.550072,AUT
kasberg-gruenau-im-almtal,3.0,,,Europe,Austria,Upper Austria (Oberosterreich),1600.0,11.0,9.0,1.0,21,39.0,European Euro,2.5,2.7,,,,,,,AT,47.516231,14.550072,AUT
hoch-imst-imst,3.0,,,Europe,Austria,Tyrol (Tirol),2026.0,4.0,3.0,2.0,9,31.5,European Euro,2.1,2.4,,,,,,,AT,47.516231,14.550072,AUT
galsterberg-pruggern,2.9,,,Europe,Austria,Styria (Steiermark),1976.0,4.0,7.0,1.0,12,44.0,European Euro,2.2,2.4,,,,,,,AT,47.516231,14.550072,AUT
. Dachstein Glacier (Dachsteingletscher),2.9,3.0,0.0,Europe,Austria,Styria (Steiermark),2700.0,0.0,4.0,1.0,5,48.0,European Euro,2.0,2.0,5.0,3.0,4.0,1.0,5.0,3.0,AT,47.516231,14.550072,AUT
. Hochstein – Lienz,2.9,3.0,0.0,Europe,Austria,Tyrol (Tirol),1988.0,0.5,11.3,4.2,16,46.5,European Euro,2.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,AT,47.516231,14.550072,AUT
. Karwendel Bergbahn (Zwölferkopf) – Pertisau,2.9,2.0,0.0,Europe,Austria,Tyrol (Tirol),1510.0,6.0,6.0,0.0,12,28.0,European Euro,2.0,2.0,3.0,3.0,4.0,2.0,2.0,5.0,AT,47.516231,14.550072,AUT
. Rofan – Maurach,2.9,2.0,0.0,Europe,Austria,Tyrol (Tirol),1840.0,1.0,8.0,2.0,11,31.5,European Euro,2.0,3.0,3.0,2.0,4.0,2.0,1.0,5.0,AT,47.516231,14.550072,AUT
obertilliach-golzentipp,2.9,,,Europe,Austria,Tyrol (Tirol),2248.0,3.4,7.8,1.0,12,36.0,European Euro,2.2,2.4,,,,,,,AT,47.516231,14.550072,AUT
karkogel-abtenau,2.9,,,Europe,Austria,Salzburg (Salzburger Land),1200.0,4.0,3.0,2.0,9,33.5,European Euro,2.0,2.3,,,,,,,AT,47.516231,14.550072,AUT
hochkar-goestling,2.9,,,Europe,Austria,Lower Austria (Niederosterreich),1808.0,5.5,10.0,3.5,19,38.0,European Euro,2.4,2.7,,,,,,,AT,47.516231,14.550072,AUT
gemeindealpe-mitterbach-am-erlaufsee,2.9,,,Europe,Austria,Lower Austria (Niederosterreich),1626.0,7.0,7.0,1.5,15,34.5,European Euro,2.3,2.6,,,,,,,AT,47.516231,14.550072,AUT
gaissau-hintersee,2.9,,,Europe,Austria,Salzburg (Salzburger Land),1567.0,23.5,10.0,0.5,34,36.0,European Euro,2.8,3.0,,,,,,,AT,47.516231,14.550072,AUT
buergeralpe-mariazell,2.9,,,Europe,Austria,Styria (Steiermark),1267.0,5.5,3.5,2.0,11,34.5,European Euro,2.1,2.4,,,,,,,AT,47.516231,14.550072,AUT
arnoldstein-dreilaendereck,2.9,,,Europe,Austria,Carinthia (Karnten),1600.0,5.7,7.6,3.7,17,35.5,European Euro,2.4,2.7,,,,,,,AT,47.516231,14.550072,AUT
. Kelchsau,2.8,2.0,0.0,Europe,Austria,Tyrol (Tirol),1605.0,6.8,4.1,0.0,10,26.0,European Euro,2.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,AT,47.516231,14.550072,AUT
. Kellerjoch – Schwaz,2.8,3.0,1.0,Europe,Austria,Tyrol (Tirol),1887.0,5.5,2.4,2.1,10,30.0,European Euro,2.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,AT,47.516231,14.550072,AUT
planneralm-donnersbach,2.8,,,Europe,Austria,Styria (Steiermark),2200.0,2.0,11.0,2.0,15,41.0,European Euro,2.3,2.6,,,,,,,AT,47.516231,14.550072,AUT
oetscher-lackenhof-gaming,2.8,,,Europe,Austria,Lower Austria (Niederosterreich),1426.0,7.0,8.0,4.0,19,38.0,European Euro,2.5,2.8,,,,,,,AT,47.516231,14.550072,AUT
klippitztoerl,2.8,,,Europe,Austria,Carinthia (Karnten),1818.0,18.0,10.0,0.0,28,35.0,European Euro,2.6,2.6,,,,,,,AT,47.516231,14.550072,AUT
fendels,2.8,,,Europe,Austria,Tyrol (Tirol),2271.0,6.1,3.5,1.0,10,37.0,European Euro,2.1,2.3,,,,,,,AT,47.516231,14.550072,AUT
boedele-schwarzenberg,2.8,,,Europe,Austria,Vorarlberg,1467.0,10.2,7.2,1.1,18,32.7,European Euro,2.4,2.6,,,,,,,AT,47.516231,14.550072,AUT
. Burglift – Stans,2.7,1.0,0.0,Europe,Austria,Tyrol (Tirol),690.0,0.5,0.0,0.0,0,20.0,European Euro,1.0,2.0,3.0,1.0,4.0,1.0,3.0,2.0,AT,47.516231,14.550072,AUT
. Heutal – Unken,2.7,1.0,2.5,Europe,Austria,Salzburg (Salzburger Land),1531.0,6.0,5.0,0.0,11,26.5,European Euro,2.0,2.0,4.0,2.0,4.0,2.0,1.0,4.0,AT,47.516231,14.550072,AUT
. Tirolina (Haltjochlift) – Hinterthiersee,1.0,2.0,0.0,Europe,Austria,Tyrol (Tirol),1077.0,2.0,1.2,0.8,4,18.0,European Euro,1.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,AT,47.516231,14.550072,AUT
. Hohe Wand Wiese – Vienna (High Hills),1.0,1.0,0.0,Europe,Austria,Vienna (Wien),370.0,0.1,0.4,0.0,0,0.0,-,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,AT,47.516231,14.550072,AUT
. Trins,1.0,1.0,0.0,Europe,Austria,Tyrol (Tirol),1268.0,1.0,0.0,0.0,1,11.5,European Euro,1.0,1.0,3.0,1.0,4.0,2.0,1.0,5.0,AT,47.516231,14.550072,AUT
. Alfaierlift – Gschnitz,1.0,1.0,0.0,Europe,Austria,Tyrol (Tirol),1350.0,0.3,0.2,0.0,0,0.0,-,1.0,1.0,2.0,1.0,4.0,1.0,1.0,5.0,AT,47.516231,14.550072,AUT
. Archenstadel – Rinn,1.0,1.0,0.0,Europe,Austria,Tyrol (Tirol),1004.0,1.0,0.0,0.0,1,14.0,European Euro,1.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,AT,47.516231,14.550072,AUT
. Kramsach,1.0,1.0,0.0,Europe,Austria,Tyrol (Tirol),650.0,0.4,0.0,0.0,0,13.0,European Euro,1.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,AT,47.516231,14.550072,AUT
. Sternstein – Bad Leonfelden,2.0,1.0,0.0,Europe,Austria,Upper Austria (Oberosterreich),1102.0,1.0,4.0,0.0,5,31.0,European Euro,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,AT,47.516231,14.550072,AUT
. Schneeberglifte – Mitterland (Thiersee),1.0,1.0,0.0,Europe,Austria,Tyrol (Tirol),1000.0,0.8,2.1,0.1,3,18.0,European Euro,1.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,AT,47.516231,14.550072,AUT
aichelberglifts-karlstift-bad-grosspertholz,1.9,,,Europe,Austria,Lower Austria (Niederosterreich),1050.0,4.0,2.0,1.0,7,22.5,European Euro,1.9,2.2,,,,,,,AT,47.516231,14.550072,AUT
alberschwende-brueggelekopfdresslerbergtannerberg,2.3,,,Europe,Austria,Vorarlberg,1200.0,5.0,13.0,0.0,18,29.7,European Euro,2.3,2.3,,,,,,,AT,47.516231,14.550072,AUT
almblicklifts-strallegg,1.5,,,Europe,Austria,Styria (Steiermark),1003.0,2.0,1.0,0.0,3,22.0,European Euro,1.5,1.5,,,,,,,AT,47.516231,14.550072,AUT
alpe-furx-furx-zwischenwasser,1.3,,,Europe,Austria,Vorarlberg,1200.0,2.0,0.5,0.0,2,19.0,European Euro,1.3,1.3,,,,,,,AT,47.516231,14.550072,AUT
annaberg,2.1,,,Europe,Austria,Lower Austria (Niederosterreich),1334.0,8.0,2.5,2.0,12,34.5,European Euro,2.1,2.4,,,,,,,AT,47.516231,14.550072,AUT
arnreit,1.1,,,Europe,Austria,Upper Austria (Oberosterreich),570.0,0.5,0.0,0.0,0,9.0,European Euro,1.1,1.0,,,,,,,AT,47.516231,14.550072,AUT
arralifts-harmanschlag-st-martin,1.5,,,Europe,Austria,Lower Austria (Niederosterreich),860.0,2.0,2.0,0.0,4,19.5,European Euro,1.5,1.5,,,,,,,AT,47.516231,14.550072,AUT
aschaulift-koppl,1.1,,,Europe,Austria,Salzburg (Salzburger Land),780.0,0.5,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,AT,47.516231,14.550072,AUT
astenberg-wiesing,1.3,,,Europe,Austria,Tyrol (Tirol),745.0,1.0,0.0,0.0,1,0.0,-,1.3,1.0,,,,,,,AT,47.516231,14.550072,AUT
bad-haering,1.1,,,Europe,Austria,Tyrol (Tirol),685.0,0.3,0.0,0.0,0,6.7,European Euro,1.1,1.0,,,,,,,AT,47.516231,14.550072,AUT
baienberg-reuthe,1.2,,,Europe,Austria,Vorarlberg,810.0,0.0,0.3,0.4,0,12.5,European Euro,1.2,1.2,,,,,,,AT,47.516231,14.550072,AUT
baldramsdorf,1.1,,,Europe,Austria,Carinthia (Karnten),590.0,0.5,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,AT,47.516231,14.550072,AUT
bazora-gurtisfrastanz,1.8,,,Europe,Austria,Vorarlberg,1400.0,2.0,2.0,1.0,5,20.0,European Euro,1.8,2.1,,,,,,,AT,47.516231,14.550072,AUT
berger-anger-berg-im-drautal,1.0,,,Europe,Austria,Carinthia (Karnten),686.0,0.2,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,AT,47.516231,14.550072,AUT
bichlalm,1.6,,,Europe,Austria,Tyrol (Tirol),1600.0,4.0,0.0,0.0,4,35.0,European Euro,1.6,1.1,,,,,,,AT,47.516231,14.550072,AUT
birgitz,1.3,,,Europe,Austria,Tyrol (Tirol),940.0,1.0,0.0,0.0,1,0.0,-,1.3,1.0,,,,,,,AT,47.516231,14.550072,AUT
boden-pfafflar,1.3,,,Europe,Austria,Tyrol (Tirol),1400.0,1.0,0.0,0.0,1,14.0,European Euro,1.3,1.0,,,,,,,AT,47.516231,14.550072,AUT
bodental-unterbergen-ferlach,1.3,,,Europe,Austria,Carinthia (Karnten),1200.0,1.0,1.0,0.0,2,22.0,European Euro,1.3,1.3,,,,,,,AT,47.516231,14.550072,AUT
boeglerlift-alpbach,1.1,,,Europe,Austria,Tyrol (Tirol),1040.0,0.3,0.0,0.0,0,45.5,European Euro,1.1,1.0,,,,,,,AT,47.516231,14.550072,AUT
brandlift-scharnitz,1.3,,,Europe,Austria,Tyrol (Tirol),1050.0,1.0,0.0,0.0,1,11.0,European Euro,1.3,1.0,,,,,,,AT,47.516231,14.550072,AUT
brandtner-lifte-hartkirchen,1.2,,,Europe,Austria,Upper Austria (Oberosterreich),509.0,0.5,0.4,0.0,0,0.0,-,1.2,1.2,,,,,,,AT,47.516231,14.550072,AUT
breitenwang,1.0,,,Europe,Austria,Tyrol (Tirol),850.0,0.2,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,AT,47.516231,14.550072,AUT
brenneralm-breitenfurt-bei-wien,1.2,,,Europe,Austria,Lower Austria (Niederosterreich),475.0,0.8,0.0,0.0,0,0.0,-,1.2,1.0,,,,,,,AT,47.516231,14.550072,AUT
bruggen-greifenburg,1.1,,,Europe,Austria,Carinthia (Karnten),660.0,0.3,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,AT,47.516231,14.550072,AUT
brunnalmhohe-veitsch-veitsch-st-barbara-im-muerztal,2.0,,,Europe,Austria,Styria (Steiermark),1500.0,3.0,4.0,2.0,9,32.0,European Euro,2.0,2.3,,,,,,,AT,47.516231,14.550072,AUT
buchberg-goldegg,1.7,,,Europe,Austria,Salzburg (Salzburger Land),1225.0,4.0,1.0,0.0,5,34.0,European Euro,1.7,1.7,,,,,,,AT,47.516231,14.550072,AUT
buchsteinlift-reiflingviertel-st-gallen,1.3,,,Europe,Austria,Styria (Steiermark),600.0,0.0,1.0,0.0,1,0.0,-,1.3,1.0,,,,,,,AT,47.516231,14.550072,AUT
buergeralm-aflenz,2.1,,,Europe,Austria,Styria (Steiermark),1810.0,2.0,6.0,0.0,8,24.0,European Euro,2.1,2.1,,,,,,,AT,47.516231,14.550072,AUT
bungerloch-tarrenz,1.1,,,Europe,Austria,Tyrol (Tirol),950.0,0.0,0.3,0.0,0,7.0,European Euro,1.1,1.0,,,,,,,AT,47.516231,14.550072,AUT
dellach-im-drautal,1.1,,,Europe,Austria,Carinthia (Karnten),650.0,0.5,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,AT,47.516231,14.550072,AUT
dollwiese-vienna,1.0,,,Europe,Austria,Vienna (Wien),350.0,0.2,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,AT,47.516231,14.550072,AUT
dorflift-sulzberg,1.1,,,Europe,Austria,Vorarlberg,1007.0,0.4,0.0,0.0,0,9.0,European Euro,1.1,1.0,,,,,,,AT,47.516231,14.550072,AUT
eberschwang-hausruck,1.3,,,Europe,Austria,Upper Austria (Oberosterreich),740.0,0.8,0.4,0.0,1,0.0,-,1.3,1.3,,,,,,,AT,47.516231,14.550072,AUT
eibisberg-anger,1.5,,,Europe,Austria,Styria (Steiermark),1200.0,1.5,1.0,0.6,3,0.0,-,1.5,1.8,,,,,,,AT,47.516231,14.550072,AUT
eichfeldlift-turnau,1.1,,,Europe,Austria,Styria (Steiermark),850.0,0.5,0.0,0.0,0,17.0,European Euro,1.1,1.0,,,,,,,AT,47.516231,14.550072,AUT
elfer-neustift,2.1,,,Europe,Austria,Tyrol (Tirol),2080.0,0.0,7.0,0.0,7,29.8,European Euro,2.1,1.6,,,,,,,AT,47.516231,14.550072,AUT
embach-hoerndl,1.5,,,Europe,Austria,Salzburg (Salzburger Land),1296.0,2.0,1.0,0.0,3,22.0,European Euro,1.5,1.5,,,,,,,AT,47.516231,14.550072,AUT
emberger-alm-berg-im-drautal,2.1,,,Europe,Austria,Carinthia (Karnten),2150.0,5.0,4.0,1.0,10,30.5,European Euro,2.1,2.4,,,,,,,AT,47.516231,14.550072,AUT
fageralm-forstau,2.3,,,Europe,Austria,Salzburg (Salzburger Land),1885.0,7.0,8.0,0.0,15,47.0,European Euro,2.3,2.3,,,,,,,AT,47.516231,14.550072,AUT
faschina-fontanella,2.0,,,Europe,Austria,Vorarlberg,1980.0,5.9,2.5,0.0,8,38.5,European Euro,2.0,2.0,,,,,,,AT,47.516231,14.550072,AUT
feichten,1.1,,,Europe,Austria,Tyrol (Tirol),1310.0,0.3,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,AT,47.516231,14.550072,AUT
feistritzsattel-trattenbach,1.3,,,Europe,Austria,Lower Austria (Niederosterreich),1300.0,0.0,1.7,0.0,1,17.0,European Euro,1.3,1.0,,,,,,,AT,47.516231,14.550072,AUT
floitenlift-ginzling,1.0,,,Europe,Austria,Tyrol (Tirol),1020.0,0.2,0.0,0.0,0,8.0,European Euro,1.0,1.0,,,,,,,AT,47.516231,14.550072,AUT
forsteralm-waidhofen-an-der-ybbs,2.3,,,Europe,Austria,Upper Austria (Oberosterreich),1078.0,10.0,4.0,2.0,16,29.0,European Euro,2.3,2.6,,,,,,,AT,47.516231,14.550072,AUT
furtnerlifts-rohr-im-gebirge,1.5,,,Europe,Austria,Lower Austria (Niederosterreich),927.0,1.5,1.5,0.9,3,24.0,European Euro,1.5,1.8,,,,,,,AT,47.516231,14.550072,AUT
gaaler-lifte-gaal,1.7,,,Europe,Austria,Styria (Steiermark),1230.0,3.0,2.0,1.0,6,32.0,European Euro,1.7,2.0,,,,,,,AT,47.516231,14.550072,AUT
gaberlplankogel-salla-maria-lankowitz,1.3,,,Europe,Austria,Styria (Steiermark),1600.0,1.2,0.0,0.0,1,25.0,European Euro,1.3,1.0,,,,,,,AT,47.516231,14.550072,AUT
gaisrueckleiten-wiesen,1.1,,,Europe,Austria,Burgenland,380.0,0.3,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,AT,47.516231,14.550072,AUT
gedersberg-seiersberg,1.1,,,Europe,Austria,Styria (Steiermark),403.0,0.3,0.0,0.0,0,17.0,European Euro,1.1,1.0,,,,,,,AT,47.516231,14.550072,AUT
geigenbuehel,1.3,,,Europe,Austria,Tyrol (Tirol),1230.0,1.5,0.0,0.0,1,28.0,European Euro,1.3,1.0,,,,,,,AT,47.516231,14.550072,AUT
gerlossteinramsberg-hainzenberg,2.0,,2.0,Europe,Austria,Tyrol (Tirol),1836.0,1.0,8.0,1.0,10,52.0,European Euro,2.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,AT,47.516231,14.550072,AUT
gfoellberglift-holzgau,1.3,,,Europe,Austria,Tyrol (Tirol),1329.0,1.5,1.0,0.0,2,33.0,European Euro,1.3,1.3,,,,,,,AT,47.516231,14.550072,AUT
glasenberg-maria-neustift,1.5,,,Europe,Austria,Upper Austria (Oberosterreich),971.0,3.0,1.0,0.0,4,14.0,European Euro,1.5,1.5,,,,,,,AT,47.516231,14.550072,AUT
graukogel-bad-gastein,2.2,,,Europe,Austria,Salzburg (Salzburger Land),2007.0,3.5,6.4,2.0,11,36.0,European Euro,2.2,2.5,,,,,,,AT,47.516231,14.550072,AUT
gries-laengenfeld,1.1,,,Europe,Austria,Tyrol (Tirol),1700.0,0.5,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,AT,47.516231,14.550072,AUT
griminitzen-kirchbach,1.3,,,Europe,Austria,Carinthia (Karnten),460.0,1.0,0.0,0.0,1,9.0,European Euro,1.3,1.0,,,,,,,AT,47.516231,14.550072,AUT
groellerkopf-uebersaxen,1.5,,,Europe,Austria,Vorarlberg,1200.0,1.5,1.5,0.0,3,19.0,European Euro,1.5,1.5,,,,,,,AT,47.516231,14.550072,AUT
gruenberg-obsteig,1.3,,,Europe,Austria,Tyrol (Tirol),1102.0,1.0,0.3,0.0,1,18.0,European Euro,1.3,1.3,,,,,,,AT,47.516231,14.550072,AUT
grunholzlift-au,1.3,,,Europe,Austria,Vorarlberg,900.0,1.0,0.0,0.0,1,0.0,-,1.3,1.0,,,,,,,AT,47.516231,14.550072,AUT
haeselgehr,1.0,,,Europe,Austria,Tyrol (Tirol),1025.0,0.2,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,AT,47.516231,14.550072,AUT
hagenberglifte-sulzberg,1.5,,,Europe,Austria,Vorarlberg,930.0,0.2,4.2,0.0,4,22.0,European Euro,1.5,1.5,,,,,,,AT,47.516231,14.550072,AUT
hahnbaum-st-johann-im-pongau,1.6,,,Europe,Austria,Salzburg (Salzburger Land),1128.0,0.2,3.2,0.0,3,36.0,European Euro,1.6,1.6,,,,,,,AT,47.516231,14.550072,AUT
hammerbodenlift-grossreifling-landl,1.1,,,Europe,Austria,Styria (Steiermark),520.0,0.4,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,AT,47.516231,14.550072,AUT
hansberg-st-johann-am-wimberg,1.3,,,Europe,Austria,Upper Austria (Oberosterreich),850.0,0.5,0.5,0.0,1,19.9,European Euro,1.3,1.3,,,,,,,AT,47.516231,14.550072,AUT
hauereck-st-kathrein-am-hauenstein,1.7,,,Europe,Austria,Styria (Steiermark),1305.0,2.0,2.0,1.0,5,30.0,European Euro,1.7,2.0,,,,,,,AT,47.516231,14.550072,AUT
hausberglift-waidring,1.0,,1.0,Europe,Austria,Tyrol (Tirol),900.0,1.5,0.0,0.0,1,27.0,European Euro,1.0,1.0,3.0,1.0,4.0,2.0,3.0,4.0,AT,47.516231,14.550072,AUT
heidialm-skipark-falkert,2.1,,,Europe,Austria,Carinthia (Karnten),2107.0,3.0,8.0,0.0,11,27.5,European Euro,2.1,2.1,,,,,,,AT,47.516231,14.550072,AUT
hinterfeld-moesern-telfs,1.1,,,Europe,Austria,Tyrol (Tirol),1265.0,0.3,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,AT,47.516231,14.550072,AUT
hinterreit-saalfelden-am-steinernen-meer,1.7,,,Europe,Austria,Salzburg (Salzburger Land),1125.0,3.0,2.0,0.0,5,33.0,European Euro,1.7,1.7,,,,,,,AT,47.516231,14.550072,AUT
hirnkopf-flattnitz-gloednitz,2.2,,,Europe,Austria,Carinthia (Karnten),1840.0,7.0,2.0,4.0,13,28.0,European Euro,2.2,2.5,,,,,,,AT,47.516231,14.550072,AUT
hittisberg-hittisau,1.3,,,Europe,Austria,Vorarlberg,1000.0,1.0,0.9,0.0,1,16.0,European Euro,1.3,1.3,,,,,,,AT,47.516231,14.550072,AUT
hochhaederich-hittisau,2.0,,,Europe,Austria,Vorarlberg,1600.0,3.5,5.0,2.0,10,31.0,European Euro,2.0,2.3,,,,,,,AT,47.516231,14.550072,AUT
hochkeil-am-hochkoenig,1.9,,,Europe,Austria,Salzburg (Salzburger Land),1783.0,3.0,3.0,2.0,8,38.5,European Euro,1.9,2.3,,,,,,,AT,47.516231,14.550072,AUT
hochlecken-neukirchen-altmuenster,1.5,,,Europe,Austria,Upper Austria (Oberosterreich),1150.0,2.0,1.0,1.0,4,17.0,European Euro,1.5,1.9,,,,,,,AT,47.516231,14.550072,AUT
hochlitten-riefensberg,1.5,,,Europe,Austria,Vorarlberg,1200.0,1.0,2.0,0.0,3,28.0,European Euro,1.5,1.5,,,,,,,AT,47.516231,14.550072,AUT
hochmoos-leutasch,1.9,,,Europe,Austria,Tyrol (Tirol),1360.0,4.0,3.0,1.0,8,32.0,European Euro,1.9,2.2,,,,,,,AT,47.516231,14.550072,AUT
hochrindl-sirnitz,2.4,,,Europe,Austria,Carinthia (Karnten),1886.0,5.4,11.4,3.8,20,33.0,European Euro,2.4,2.7,,,,,,,AT,47.516231,14.550072,AUT
hochwechsellifts-moenichwald,1.7,,,Europe,Austria,Styria (Steiermark),1300.0,1.5,4.0,0.0,5,22.0,European Euro,1.7,1.7,,,,,,,AT,47.516231,14.550072,AUT
hohentauern,2.1,,,Europe,Austria,Styria (Steiermark),1700.0,3.0,7.0,1.0,11,34.0,European Euro,2.1,2.3,,,,,,,AT,47.516231,14.550072,AUT
hoislifts-modriach-edelschrott,1.7,,,Europe,Austria,Styria (Steiermark),1230.0,5.0,1.0,0.0,6,20.0,European Euro,1.7,1.7,,,,,,,AT,47.516231,14.550072,AUT
holzmeisterlifts-sommeralm-st-kathrein-am-offenegg,1.5,,,Europe,Austria,Styria (Steiermark),1400.0,2.0,1.0,0.0,3,20.5,European Euro,1.5,1.5,,,,,,,AT,47.516231,14.550072,AUT
hrastlift-feistritz-an-der-gail,1.1,,,Europe,Austria,Carinthia (Karnten),660.0,0.5,0.0,0.0,0,19.0,European Euro,1.1,1.0,,,,,,,AT,47.516231,14.550072,AUT
huettegglift-weerberg,1.3,,,Europe,Austria,Tyrol (Tirol),1500.0,1.5,0.0,0.0,1,20.0,European Euro,1.3,1.0,,,,,,,AT,47.516231,14.550072,AUT
huetten-bizau,1.1,,,Europe,Austria,Vorarlberg,766.0,0.3,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,AT,47.516231,14.550072,AUT
johnsbach-admont,1.3,,,Europe,Austria,Styria (Steiermark),1005.0,1.2,0.0,0.0,1,0.0,-,1.3,1.0,,,,,,,AT,47.516231,14.550072,AUT
josefsberg-mitterbach-am-erlaufsee,1.5,,,Europe,Austria,Lower Austria (Niederosterreich),1240.0,1.5,2.0,0.5,4,22.5,European Euro,1.5,1.8,,,,,,,AT,47.516231,14.550072,AUT
kaiserau-admont,1.5,,,Europe,Austria,Styria (Steiermark),1370.0,2.0,1.0,0.0,3,26.0,European Euro,1.5,1.5,,,,,,,AT,47.516231,14.550072,AUT
kaiserlindenlift-gams-bei-hieflau,1.2,,,Europe,Austria,Styria (Steiermark),650.0,0.8,0.0,0.0,0,0.0,-,1.2,1.0,,,,,,,AT,47.516231,14.550072,AUT
karlift-heiterwang,1.3,,,Europe,Austria,Tyrol (Tirol),1233.0,2.0,0.0,0.0,2,39.0,European Euro,1.3,1.0,,,,,,,AT,47.516231,14.550072,AUT
katschwald-obdach,1.1,,,Europe,Austria,Styria (Steiermark),1277.0,0.5,0.0,0.0,0,23.5,European Euro,1.1,1.0,,,,,,,AT,47.516231,14.550072,AUT
kesselmannlifte-faistenau,1.2,,,Europe,Austria,Salzburg (Salzburger Land),855.0,0.9,0.0,0.0,0,10.0,European Euro,1.2,1.0,,,,,,,AT,47.516231,14.550072,AUT
